qs1,qs2,qs3,qs4,qs5,merge,partition_sort
0.05843377113342285,0.1360487937927246,0.14063763618469238,0.17983746528625488,0.1794590950012207,0.26306724548339844,0.16443085670471191
0.060413360595703125,0.14965224266052246,0.14323878288269043,0.17600178718566895,0.18264484405517578,0.2640876770019531,0.16561365127563477
0.05800223350524902,0.14060306549072266,0.144911527633667,0.18492746353149414,0.18149685859680176,0.2640419006347656,0.16670727729797363
0.05788087844848633,0.14945602416992188,0.14471983909606934,0.17956280708312988,0.18836140632629395,0.2609078884124756,0.1617898941040039
0.05905008316040039,0.1446678638458252,0.14692091941833496,0.17057275772094727,0.1835181713104248,0.26488256454467773,0.1634063720703125
0.05844545364379883,0.13605856895446777,0.14309144020080566,0.1652214527130127,0.18183469772338867,0.26111769676208496,0.16219472885131836
0.06341934204101562,0.14126324653625488,0.14228296279907227,0.17001867294311523,0.18001317977905273,0.2611579895019531,0.1618642807006836
0.058808088302612305,0.1404399871826172,0.13545775413513184,0.1635432243347168,0.1820509433746338,0.2605931758880615,0.16051411628723145
0.059331417083740234,0.13661646842956543,0.13431596755981445,0.17034268379211426,0.21029162406921387,0.29611897468566895,0.17337608337402344
0.06161689758300781,0.15762948989868164,0.16452288627624512,0.19883179664611816,0.17998886108398438,0.26971912384033203,0.16026592254638672
0.060482025146484375,0.13711833953857422,0.13712835311889648,0.18111371994018555,0.1836392879486084,0.262345552444458,0.16202855110168457
0.05879807472229004,0.13562941551208496,0.13757729530334473,0.18015193939208984,0.18781781196594238,0.2627832889556885,0.16148734092712402
0.058553218841552734,0.14863085746765137,0.14210963249206543,0.17604470252990723,0.18573546409606934,0.2609672546386719,0.1611316204071045
0.05833148956298828,0.14493632316589355,0.14058613777160645,0.1744673252105713,0.18260598182678223,0.2618873119354248,0.16452288627624512
0.0607452392578125,0.15408587455749512,0.14734244346618652,0.1767580509185791,0.18295669555664062,0.26297497749328613,0.1616973876953125
0.05852484703063965,0.14165091514587402,0.14489507675170898,0.1787557601928711,0.18369174003601074,0.26052403450012207,0.16131043434143066
0.05898284912109375,0.14293956756591797,0.13923192024230957,0.17120075225830078,0.17933177947998047,0.26083970069885254,0.16226649284362793
0.05997323989868164,0.13426971435546875,0.13786721229553223,0.18432259559631348,0.18255925178527832,0.2580595016479492,0.16353249549865723
0.058339595794677734,0.1462101936340332,0.14161276817321777,0.17411279678344727,0.18335986137390137,0.26120948791503906,0.16207122802734375
0.058973073959350586,0.1388707160949707,0.16567254066467285,0.17474079132080078,0.18254971504211426,0.257249116897583,0.16216015815734863
0.05852484703063965,0.13740801811218262,0.13930821418762207,0.1821305751800537,0.18314838409423828,0.2601141929626465,0.1615598201751709
0.06009078025817871,0.14293456077575684,0.13931751251220703,0.1726396083831787,0.18141603469848633,0.26267099380493164,0.1634535789489746
0.059951066970825195,0.13876700401306152,0.1384291648864746,0.20172524452209473,0.20142531394958496,0.25995755195617676,0.1617414951324463
0.058593034744262695,0.13999032974243164,0.14840126037597656,0.18260574340820312,0.1849043369293213,0.2604537010192871,0.16799044609069824
0.058420658111572266,0.14041900634765625,0.1354672908782959,0.18022680282592773,0.1830742359161377,0.26117706298828125,0.16163301467895508
0.05950784683227539,0.13805627822875977,0.14006876945495605,0.17496299743652344,0.18201708793640137,0.2609825134277344,0.1625514030456543
0.06051206588745117,0.1450209617614746,0.13615083694458008,0.1729271411895752,0.1833035945892334,0.26613831520080566,0.16212797164916992
0.05805039405822754,0.14381647109985352,0.16657590866088867,0.24518442153930664,0.18346261978149414,0.2598288059234619,0.16110682487487793
0.057794809341430664,0.14803600311279297,0.13925385475158691,0.18889522552490234,0.1841120719909668,0.2611069679260254,0.16166090965270996
0.05875802040100098,0.13657569885253906,0.1371324062347412,0.18474197387695312,0.1843881607055664,0.263089656829834,0.16121816635131836
0.05880165100097656,0.13586640357971191,0.14304804801940918,0.17886614799499512,0.18234515190124512,0.2633497714996338,0.16266083717346191
0.058608293533325195,0.13759493827819824,0.14393973350524902,0.19142866134643555,0.18120694160461426,0.26317858695983887,0.16198062896728516
0.05827069282531738,0.14125633239746094,0.14513850212097168,0.17653346061706543,0.17875146865844727,0.2645070552825928,0.1668412685394287
0.06027936935424805,0.13569116592407227,0.14054656028747559,0.1738264560699463,0.18634700775146484,0.25985240936279297,0.16266489028930664
0.058901071548461914,0.14488720893859863,0.135162353515625,0.17734146118164062,0.18071389198303223,0.26135826110839844,0.16324377059936523
0.05915331840515137,0.14279389381408691,0.14843440055847168,0.23924493789672852,0.30736875534057617,0.26394081115722656,0.1623520851135254
0.059381961822509766,0.14566564559936523,0.13398194313049316,0.18146538734436035,0.1830003261566162,0.2643616199493408,0.16187214851379395
0.062233924865722656,0.13721013069152832,0.13468718528747559,0.1763916015625,0.18818426132202148,0.2593419551849365,0.16337990760803223
0.05816388130187988,0.1437067985534668,0.14458703994750977,0.18389558792114258,0.17892909049987793,0.2599904537200928,0.16299986839294434
0.058107852935791016,0.14284014701843262,0.14188814163208008,0.18877410888671875,0.1809401512145996,0.2630493640899658,0.16165757179260254
0.06279730796813965,0.15656518936157227,0.14784836769104004,0.18388080596923828,0.18412089347839355,0.25928354263305664,0.16048979759216309
0.05724000930786133,0.14123964309692383,0.135606050491333,0.1956784725189209,0.1808924674987793,0.25992822647094727,0.1619408130645752
0.05822157859802246,0.13648700714111328,0.14314794540405273,0.17244243621826172,0.177992582321167,0.2594726085662842,0.16289782524108887
0.05984926223754883,0.1396024227142334,0.13402748107910156,0.18720698356628418,0.1798999309539795,0.260425329208374,0.1632823944091797
0.05944204330444336,0.13984155654907227,0.14129328727722168,0.1759510040283203,0.1787724494934082,0.25987958908081055,0.16018462181091309
0.05994153022766113,0.1364901065826416,0.1372077465057373,0.17719435691833496,0.18007397651672363,0.2590632438659668,0.1605074405670166
0.05845451354980469,0.1358962059020996,0.14409112930297852,0.18629169464111328,0.18067145347595215,0.2596852779388428,0.1609196662902832
0.05836367607116699,0.15586018562316895,0.13730549812316895,0.1682295799255371,0.18037986755371094,0.2587568759918213,0.16084027290344238
0.05856895446777344,0.14055705070495605,0.13766241073608398,0.18134164810180664,0.1854243278503418,0.26159095764160156,0.16058611869812012
0.05761218070983887,0.13905882835388184,0.14467358589172363,0.18226861953735352,0.17976617813110352,0.2602839469909668,0.16035199165344238
